1	1541126035.716788	1541126035.719413	-1.000000	1541126035.729674	1541126035.731468	1541126035.732374	1541126035.733861
2	1541126036.023220	1541126036.024139	-1.000000	1541126036.052615	1541126036.053192	1541126036.053559	1541126036.054121
3	1541126036.102170	1541126036.103149	-1.000000	1541126036.176997	1541126036.177472	1541126036.177772	1541126036.178249
4	1541126036.254621	1541126036.255707	-1.000000	1541126036.393266	1541126036.393719	1541126036.394035	1541126036.394539
5	1541126036.438311	1541126036.439115	-1.000000	1541126036.482891	1541126036.483352	1541126036.483700	1541126036.484244
6	1541126036.540232	1541126036.541018	-1.000000	1541126036.562766	1541126036.563229	1541126036.563527	1541126036.564005
7	1541126036.644088	1541126036.644745	-1.000000	1541126036.669469	1541126036.669899	1541126036.670162	1541126036.670619
8	1541126036.716897	1541126036.717628	-1.000000	1541126036.760784	1541126036.761215	1541126036.761520	1541126036.761961
9	1541126036.815729	1541126036.836942	-1.000000	1541126036.866077	1541126036.866516	1541126036.866734	1541126036.867172
10	1541126036.919328	1541126036.937261	-1.000000	1541126037.042634	1541126037.043136	1541126037.043451	1541126037.043893
11	1541126037.124827	1541126037.125660	-1.000000	1541126037.193806	1541126037.194259	1541126037.194571	1541126037.194963
12	1541126037.254490	1541126037.255380	-1.000000	1541126037.419729	1541126037.420167	1541126037.420463	1541126037.420901
13	1541126037.490784	1541126037.491797	-1.000000	1541126037.653135	1541126037.653543	1541126037.653781	1541126037.654091
14	1541126037.804752	1541126037.805833	-1.000000	1541126037.973555	1541126037.974064	1541126037.974295	1541126037.975390
15	1541126038.023400	1541126038.024403	-1.000000	1541126038.260684	1541126038.261230	1541126038.261511	1541126038.261839
16	1541126038.421435	1541126038.422416	-1.000000	1541126038.665058	1541126038.665438	1541126038.665734	1541126038.666153
17	1541126038.829469	1541126038.830411	-1.000000	1541126039.015733	1541126039.016135	1541126039.016443	1541126039.016936
18	1541126039.080033	1541126039.081100	-1.000000	1541126039.195686	1541126039.196118	1541126039.196423	1541126039.196850
19	1541126039.263690	1541126039.264533	-1.000000	1541126039.345565	1541126039.346024	1541126039.346357	1541126039.346840
20	1541126039.409649	1541126039.410459	-1.000000	1541126039.472657	1541126039.473085	1541126039.473395	1541126039.473870
21	1541126039.539341	1541126039.540182	-1.000000	1541126039.691551	1541126039.691929	1541126039.692237	1541126039.692659
22	1541126039.823066	1541126039.824046	-1.000000	1541126039.972326	1541126039.972939	1541126039.973359	1541126039.973872
23	1541126040.022496	1541126040.023277	-1.000000	1541126040.150232	1541126040.150651	1541126040.150975	1541126040.151418
24	1541126040.214422	1541126040.215374	-1.000000	1541126040.381089	1541126040.381606	1541126040.382013	1541126040.382635
25	1541126040.434789	1541126040.435916	-1.000000	1541126040.571541	1541126040.572338	1541126040.572723	1541126040.573205
26	1541126040.651572	1541126040.652617	-1.000000	1541126040.758393	1541126040.758756	1541126040.759108	1541126040.759563
27	1541126040.835315	1541126040.836338	-1.000000	1541126040.996404	1541126040.996896	1541126040.997234	1541126040.997801
28	1541126041.042470	1541126041.043470	-1.000000	1541126041.163864	1541126041.164317	1541126041.164688	1541126041.165175
29	1541126041.223566	1541126041.224447	-1.000000	1541126041.301923	1541126041.302404	1541126041.302768	1541126041.303246
30	1541126041.360051	1541126041.361040	-1.000000	1541126041.598208	1541126041.598682	1541126041.599031	1541126041.599567
31	1541126041.702933	1541126041.703989	-1.000000	1541126041.854765	1541126041.855156	1541126041.855472	1541126041.855956
32	1541126041.933597	1541126041.934533	-1.000000	1541126042.120195	1541126042.120650	1541126042.120945	1541126042.121392
33	1541126042.203791	1541126042.204579	-1.000000	1541126042.382688	1541126042.383095	1541126042.383372	1541126042.383792
34	1541126042.495093	1541126042.495956	-1.000000	1541126042.621536	1541126042.622117	1541126042.622419	1541126042.622877
35	1541126042.707595	1541126042.708497	-1.000000	1541126042.847765	1541126042.848221	1541126042.848533	1541126042.849150
36	1541126042.926800	1541126042.927885	-1.000000	1541126043.174042	1541126043.174491	1541126043.174813	1541126043.175330
37	1541126043.322827	1541126043.323891	-1.000000	1541126043.498213	1541126043.498651	1541126043.498963	1541126043.499436
38	1541126043.564499	1541126043.565470	-1.000000	1541126043.772256	1541126043.772728	1541126043.773044	1541126043.773548
39	1541126043.961588	1541126043.962835	-1.000000	1541126044.244053	1541126044.244554	1541126044.244869	1541126044.245323
40	1541126044.360822	1541126044.362198	-1.000000	1541126044.585767	1541126044.586338	1541126044.586706	1541126044.587169
41	1541126044.789483	1541126044.790356	-1.000000	1541126044.950873	1541126044.951454	1541126044.951782	1541126044.952240
42	1541126045.025277	1541126045.026327	-1.000000	1541126045.338281	1541126045.338727	1541126045.339074	1541126045.339726
43	1541126045.495867	1541126045.496941	-1.000000	1541126045.685324	1541126045.685790	1541126045.686112	1541126045.686637
